./data_preprocess/test/516674.png,1
./data_preprocess/test/508779.png,1
./data_preprocess/test/544051.png,1
./data_preprocess/test/541139.png,1
./data_preprocess/test/548531.png,1
./data_preprocess/test/553716.png,1
./data_preprocess/test/509892.png,1
./data_preprocess/test/539364.png,1
./data_preprocess/test/530079.png,1
./data_preprocess/test/518604.png,1
./data_preprocess/test/514842.png,1
./data_preprocess/test/501895.png,0
./data_preprocess/test/534651.png,0
./data_preprocess/test/548045.png,0
./data_preprocess/test/518889.png,0
./data_preprocess/test/528396.png,0
./data_preprocess/test/557229.png,0
./data_preprocess/test/528681.png,0
./data_preprocess/test/498173.png,0
./data_preprocess/test/495488.png,0
./data_preprocess/test/557541.png,0
./data_preprocess/test/553826.png,0
./data_preprocess/test/504226.png,0
./data_preprocess/test/546446.png,0
./data_preprocess/test/527902.png,0
./data_preprocess/test/529940.png,0
./data_preprocess/test/531308.png,0
./data_preprocess/test/556377.png,0
./data_preprocess/test/511141.png,0
./data_preprocess/test/505793.png,0
./data_preprocess/test/526159.png,1
./data_preprocess/test/518661.png,0
./data_preprocess/test/512593.png,0
./data_preprocess/test/557402.png,0
./data_preprocess/test/527483.png,0
./data_preprocess/test/534476.png,0
./data_preprocess/test/533833.png,0
./data_preprocess/test/497810.png,0
./data_preprocess/test/497512.png,0
./data_preprocess/test/554965.png,0
./data_preprocess/test/504305.png,0
./data_preprocess/test/508776.png,1
./data_preprocess/test/548632.png,1
./data_preprocess/test/543870.png,1
./data_preprocess/test/530028.png,1
./data_preprocess/test/506228.png,1
./data_preprocess/test/553898.png,1
./data_preprocess/test/561198.png,1
./data_preprocess/test/536731.png,1
./data_preprocess/test/512837.png,0
./data_preprocess/test/520768.png,0
./data_preprocess/test/503325.png,0
./data_preprocess/test/545078.png,0
./data_preprocess/test/526895.png,0
./data_preprocess/test/499303.png,0
./data_preprocess/test/552372.png,0
./data_preprocess/test/495506.png,0
./data_preprocess/test/561459.png,0
./data_preprocess/test/530781.png,0
./data_preprocess/test/519788.png,0
./data_preprocess/test/531155.png,0
./data_preprocess/test/520735.png,0
./data_preprocess/test/523016.png,0
./data_preprocess/test/517055.png,0
./data_preprocess/test/561260.png,0
./data_preprocess/test/513975.png,0
./data_preprocess/test/523063.png,0
./data_preprocess/test/534770.png,0
./data_preprocess/test/533263.png,0
./data_preprocess/test/498818.png,0
./data_preprocess/test/520776.png,0
./data_preprocess/test/499343.png,0
./data_preprocess/test/552510.png,0
./data_preprocess/test/511229.png,0
./data_preprocess/test/502416.png,0
./data_preprocess/test/537004.png,0
./data_preprocess/test/522041.png,0
./data_preprocess/test/522667.png,0
./data_preprocess/test/534834.png,0
./data_preprocess/test/558255.png,1
